id,name,best_for_wear,gender,image_url,dominant_color,sub_color1,sub_color2
GY2326,Grand Court Lifestyle Lace Tennis Schuh,City,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/49e9cef64c6044f284bdae2b004774d0_9366/Grand_Court_Lifestyle_Lace_Tennis_Schuh_Weiss_GY2326_01_standard.jpg",Cloud White,Iridescent,Cloud White
GW3020,Hoops 3.0 Mid Classic Vintage Schuh,Neutral,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ebe01e76794b4d8cbd56adc5016cdbda_9366/Hoops_3.0_Mid_Classic_Vintage_Schuh_Schwarz_GW3020_01_standard.jpg",Core Black,Cloud White,Grey Six
GW6422,Tensaur Sport Training Lace Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/aa53a0a800c846abb44aae8a00367e1d_9366/Tensaur_Sport_Training_Lace_Schuh_Weiss_GW6422_01_standard.jpg",Cloud White,Core Black,Core Black
GW1987,Tensaur Hook and Loop Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/000417a1fa614caba666ae8c016fb389_9366/Tensaur_Hook_and_Loop_Schuh_Weiss_GW1987_01_standard.jpg",Cloud White,Cloud White,Grey One
IG1979,Adizero Takumi Sen 10 Laufschuh,Racing,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/e4f8063bd460486b843ae98398eeb113_9366/Adizero_Takumi_Sen_10_Laufschuh_Grau_IG1979_HM1.jpg",Dash Grey,Lucid Red,Glory Grey
IE3549,Tensaur Run 2.0 Kids Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ee2f69e9412f42f7bd7c5be118a2f9f3_9366/Tensaur_Run_2.0_Kids_Schuh_Blau_IE3549_01_standard.jpg",Bright Royal,Cloud White,Dark Blue
JI4472,Adizero Boston 12 Laufschuh,Racing,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/959c50a4907640b4b7fd2db73f05dc4d_9366/Adizero_Boston_12_Laufschuh_Grau_JI4472_HM1.jpg",Dash Grey,Lucid Red,Lucid Lemon
IF7314,Kaptir 3.0 Schuh,Neutral,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/39c8db0826094408b9b0211e3a807ff0_9366/Kaptir_3.0_Schuh_Schwarz_IF7314_01_standard.jpg",Core Black,White,Black
GW6511,Grand Court Lifestyle Tennis Lace-Up Schuh,City,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/02cd9a97ce874d89ba17ae2b003ebe50_9366/Grand_Court_Lifestyle_Tennis_Lace-Up_Schuh_Weiss_GW6511_01_standard.jpg",Cloud White,Core Black,Core Black
JI0828,Mullaly Low Schuh,Neutral,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/67661fcf8925424aa2e5c173dcdfd42c_9366/Mullaly_Low_Schuh_Weiss_JI0828_01_standard.jpg",Cream White,Cloud White,Alumina
GW6439,Tensaur Hook and Loop Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/e189e17028ba4dbfa19bae9200dcfc43_9366/Tensaur_Hook_and_Loop_Schuh_Schwarz_GW6439_01_standard.jpg",Core Black,Core Black,Grey Six
JI1897,NY 90 Schuh,Neutral,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/cbcee9fd98784f43bdd5deed98c04a5e_9366/NY_90_Schuh_Schwarz_JI1897_01_standard.jpg",Core Black,Core Black,Carbon
IE6013,Tensaur Run 3.0 Kids Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/7ab9a6fb4ec3497a97e014ac6b4a52d4_9366/Tensaur_Run_3.0_Kids_Schuh_Grau_IE6013_01_standard.jpg",Grey Four,Cloud White,Core Black
IE8573,Runfalcon 5 Kids Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/f0753dd43a76467c9ce4d6505a305e94_9366/Runfalcon_5_Kids_Schuh_Schwarz_IE8573_01_standard.jpg",Core Black,Core Black,Core Black
IE3545,Tensaur Run 2.0 Kids Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/ceaa7f462f34468db2d81f2cb80250ac_9366/Tensaur_Run_2.0_Kids_Schuh_Grau_IE3545_01_standard.jpg",Grey Four,Cloud White,Core Black
GW6503,Grand Court Lifestyle Tennis Lace-Up Schuh,City,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6cc669ce74654b478925ae2b00601081_9366/Grand_Court_Lifestyle_Tennis_Lace-Up_Schuh_Schwarz_GW6503_01_standard.jpg",Core Black,Cloud White,Core Black
GY5427,Hoops 3.0 Low Classic Vintage Schuh,Neutral,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/dc9953df47e443a79524adc50177d71e_9366/Hoops_3.0_Low_Classic_Vintage_Schuh_Weiss_GY5427_01_standard.jpg",Cloud White,Legend Ink,Vivid Red
IE8586,Runfalcon 5 Kids Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4b9b646e5de34d64996bb2ce7b5ca603_9366/Runfalcon_5_Kids_Schuh_Schwarz_IE8586_01_standard.jpg",Core Black,Core Black,Core Black
ID9157,VL Court 3.0 Kids Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/32619988c9464661b97d242b0a96abb1_9366/VL_Court_3.0_Kids_Schuh_Weiss_ID9157_01_standard.jpg",Cloud White,Core Black,Grey One
JP5864,Rapid Court Mid Schuh,Neutral,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/3da5c877e13249d7a012605b1c409012_9366/Rapid_Court_Mid_Schuh_Weiss_JP5864_01_00_standard.jpg",Cloud White,Core White,Cloud White
HP8913,Grand Court 2.0 Kids Schuh,City,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b6a5fcde145c4e45a39caf2d00eb12fc_9366/Grand_Court_2.0_Kids_Schuh_Weiss_HP8913_01_standard.jpg",Cloud White,Pulse Mint,Beam Pink
GW6424,Tensaur Sport Training Lace Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4b0ee1fa06f64b92945fae8c01714c15_9366/Tensaur_Sport_Training_Lace_Schuh_Schwarz_GW6424_01_standard.jpg",Core Black,Core Black,Grey Six
IE8598,Runfalcon 5 Kids Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/bedf6cf2f4c143ed8ca4dfbdbc51b0c9_9366/Runfalcon_5_Kids_Schuh_Schwarz_IE8598_01_standard.jpg",Core Black,Cloud White,Cloud White
GW9198,Grand Court Cloudfoam Comfort Schuh,City,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6a812d5e72414378bbb7ae8a003ee97a_9366/Grand_Court_Cloudfoam_Comfort_Schuh_Schwarz_GW9198_01_standard.jpg",Core Black,Core Black,Cloud White
IF7316,Kaptir 3.0 Schuh,Neutral,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/4cb9cb7f651044b2b8289f533c1d8626_9366/Kaptir_3.0_Schuh_Schwarz_IF7316_01_standard.jpg",Core Black,Core Black,Core Black
GW6440,Tensaur Hook and Loop Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/abbcf83151aa49e4bc8eae8a01192c16_9366/Tensaur_Hook_and_Loop_Schuh_Schwarz_GW6440_01_standard.jpg",Core Black,Cloud White,Core Black
GY5543,Hoops 3.0 Mid Classic Vintage Schuh,Neutral,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/1e11a19c94d649b28227ada90021dcab_9366/Hoops_3.0_Mid_Classic_Vintage_Schuh_Weiss_GY5543_01_standard.jpg",Cloud White,Legend Ink,Red
IH5466,Breaknet Sleek Schuh,Neutral,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/227547a1359740ff850b6a5da13d8a9c_9366/Breaknet_Sleek_Schuh_Schwarz_IH5466_01_00_standard.jpg",Core Black,Cloud White,Core Black
GW1981,Tensaur Hook and Loop Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d7c85637bd0e4abeb8cbae910106533d_9366/Tensaur_Hook_and_Loop_Schuh_Weiss_GW1981_01_standard.jpg",Cloud White,Core Black,Core Black
IG7325,Racer TR23 Schuh,Neutral,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/815c2acb24324c95a17f442881cad139_9366/Racer_TR23_Schuh_Blau_IG7325_01_standard.jpg",Dark Blue,Cloud White,Halo Silver
HQ4206,Ultraboost 1.0 Laufschuh,City,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/235f6bebfc6c4541811d18a387ac3be4_9366/Ultraboost_1.0_Laufschuh_Schwarz_HQ4206_HM1.jpg",Core Black,Core Black,Cloud White
FZ6158,Grand Court Lifestyle Tennis Lace-Up Schuh,City,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/9d84758312ab415abd10af8100a9e57c_9366/Grand_Court_Lifestyle_Tennis_Lace-Up_Schuh_Weiss_FZ6158_01_standard.jpg",Cloud White,Cloud White,Grey One
GW6425,Tensaur Sport Training Lace Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c5e412caa19d4759826daecb00ff01a0_9366/Tensaur_Sport_Training_Lace_Schuh_Schwarz_GW6425_01_standard.jpg",Core Black,Cloud White,Core Black
ID9156,VL Court 3.0 Kids Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/34755c2abef6466695166a192f946bf8_9366/VL_Court_3.0_Kids_Schuh_Schwarz_ID9156_01_standard.jpg",Core Black,Cloud White,Core Black
GW6523,Grand Court Lifestyle Hook and Loop Schuh,City,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/be09afcba30045648fbbae9000a7c62b_9366/Grand_Court_Lifestyle_Hook_and_Loop_Schuh_Schwarz_GW6523_01_standard.jpg",Core Black,Cloud White,Core Black
IF0148,Racer TR23 Kids Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/dc1c12871d524d09b72d4840dcde8df3_9366/Racer_TR23_Kids_Schuh_Schwarz_IF0148_01_standard.jpg",Core Black,Core Black,Grey Five
IE5986,Tensaur Run 2.0 Kids Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/fbfc2a0ca4e74eacbe18b9ab4b4e5174_9366/Tensaur_Run_2.0_Kids_Schuh_Grau_IE5986_01_standard.jpg",Grey Four,Cloud White,Core Black
IE3851,Grand Court 2.0 Kids Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/fa81b51327d540c98efebce77d1e5a16_9366/Grand_Court_2.0_Kids_Schuh_Weiss_IE3851_01_standard.jpg",Cloud White,Iridescent,Cloud White
IH7781,Tensaur Run 3.0 Kids Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/1e97cfc254834942aaad802e2566cada_9366/Tensaur_Run_3.0_Kids_Schuh_Rosa_IH7781_01_standard.jpg",Clear Pink,Cloud White,Pulse Magenta
JP5139,Runfalcon 5 Kids Schuh,Everyday,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/8192d2c5c3694f3bb1aeee2c92f2ff1d_9366/Runfalcon_5_Kids_Schuh_Blau_JP5139_01_00_standard.jpg",Royal Blue,Cloud White,Dark Blue
IH0081,adidas by Stella McCartney Dropset Training Schuh,Stability,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/5776617d302948e9a80e2bcda8355f66_9366/adidas_by_Stella_McCartney_Dropset_Training_Schuh_Schwarz_IH0081_01_standard.jpg",Core Black,Core Black,Utility Black
IF1726,Tensaur Hook and Loop Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/03447cf83cbb459ba36803ced58d736b_9366/Tensaur_Hook_and_Loop_Schuh_Schwarz_IF1726_01_standard.jpg",Core Black,Core Black,Grey Six
IE1371,Grand Court 2.0 Kids Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c0cf8f3ca958476398968a33242547d5_9366/Grand_Court_2.0_Kids_Schuh_Weiss_IE1371_01_standard.jpg",Cloud White,Pulse Mint,Beam Pink
JP5247,Rapid Court Low Schuh,Neutral,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/31ca802738fb41b1a13b7bb07ac3a7f3_9366/Rapid_Court_Low_Schuh_Schwarz_JP5247_01_00_standard.jpg",Core Black,Carbon,Cloud White
GW6506,Grand Court Lifestyle Tennis Lace-Up Schuh,City,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/60403e0b63464b5c9919ae2b005834b0_9366/Grand_Court_Lifestyle_Tennis_Lace-Up_Schuh_Weiss_GW6506_01_standard.jpg",Cloud White,Matte Silver,Matte Silver
JP5142,Runfalcon 5 Kids Schuh,Everyday,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/2c0af04eb0a7464eb837d208552d0d95_9366/Runfalcon_5_Kids_Schuh_Schwarz_JP5142_01_00_standard.jpg",Core Black,Cloud White,Lucid Red
ID9062,VL Court 3.0 Kids Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/39fe3dabbb08483aa40c2da79bcc082a_9366/VL_Court_3.0_Kids_Schuh_Weiss_ID9062_01_standard.jpg",Cloud White,Core Black,Grey One
JP5145,Runfalcon 5 Kids Schuh,Everyday,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/71bffe82cbb74360b8d8f74a3f527b35_9366/Runfalcon_5_Kids_Schuh_Weiss_JP5145_01_00_standard.jpg",Cloud White,Clear Mint,Clear Pink
IF0925,Marvel’s Spider-Man Grand Court Kids Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/73f262e17ca94a6fbb9b209a7804b5f1_9366/Marvels_Spider-Man_Grand_Court_Kids_Schuh_Weiss_IF0925_01_standard.jpg",Cloud White,Core Black,Royal Blue
ID5274,Grand Court 2.0 Kids Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/24b6dcfdab3c441b992bb6fbfa4d4c18_9366/Grand_Court_2.0_Kids_Schuh_Weiss_ID5274_01_standard.jpg",Cloud White,Matte Silver,Cloud White
JI4477,Adizero Boston 12 Laufschuh,Racing,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/13786967a336486e930f4486111701f1_9366/Adizero_Boston_12_Laufschuh_Blau_JI4477_HM1.jpg",Aurora Ink,Silver Metallic,Pulse Lime
IE5990,Tensaur Run 2.0 Kids Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/7105cafb033141ff96434cc250674626_9366/Tensaur_Run_2.0_Kids_Schuh_Rosa_IE5990_01_standard.jpg",Clear Pink,Cloud White,Pulse Magenta
IF4515,VS Pace 2.0 Schuh,Neutral,M,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c2cac8f242c449638def7d9c263d13bf_9366/VS_Pace_2.0_Schuh_Schwarz_IF4515_01_standard.jpg",Core Black,Cloud White,Bronze Strata
IH5426,Breaknet Sleek Schuh,Neutral,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/acfbd5cc55604f82b37436320c78413a_9366/Breaknet_Sleek_Schuh_Weiss_IH5426_01_standard.jpg",Cloud White,Core Black,Gold Metallic
IG9175,Advantage 2.0 Schuh,Neutral,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/03f1ebcce9b04ffabb46917fb93c6c73_9366/Advantage_2.0_Schuh_Weiss_IG9175_HM1.jpg",Cloud White,Grey Two,Silver Metallic
IH5712,Adizero Takumi Sen 10 Laufschuh,Racing,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/0bd5ea231736460489460bf6b368ff06_9366/Adizero_Takumi_Sen_10_Laufschuh_Weiss_IH5712_HM1.jpg",Cloud White,Core Black,Lucid Red
IE1054,Adizero SL2 Laufschuh,Racing,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/21ba89e1a28e4ce6961d0b4eeb044354_9366/Adizero_SL2_Laufschuh_Grun_IE1054_HM1.jpg",Lucid Lemon,Core Black,Cloud White
HQ6432,Adiease Schuh,Neutral,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/d2cddcc680564ebd958aaf15010c82b2_9366/Adiease_Schuh_Schwarz_HQ6432_01_standard.jpg",Core Black,Cloud White,Cloud White
GW6453,Tensaur Hook and Loop Schuh,Neutral,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/c70f4ed274dd4a249512ae99007bd4a5_9366/Tensaur_Hook_and_Loop_Schuh_Weiss_GW6453_01_standard.jpg",Cloud White,Almost Blue,Bliss Lilac
JI1893,NY 90 Schuh,Neutral,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/40fbeab76c5d4d5d9e44dff829ea3693_9366/NY_90_Schuh_Weiss_JI1893_01_standard.jpg",Cloud White,Cloud White,Green
HQ4207,Ultraboost 1.0 Laufschuh,City,U,"https://assets.adidas.com/images/w_600,f_auto,q_auto/775ac6a992b1401685291076ba7a904b_9366/Ultraboost_1.0_Laufschuh_Weiss_HQ4207_HM1.jpg",Cloud White,Cloud White,Cloud White
HP8918,Grand Court Lifestyle Hook and Loop Schuh,City,K,"https://assets.adidas.com/images/w_600,f_auto,q_auto/6055654937324705924caf5c0116cba7_9366/Grand_Court_Lifestyle_Hook_and_Loop_Schuh_Schwarz_HP8918_01_standard.jpg",Core Black,Lucid Blue,Court Green
IG1980,Adizero Takumi Sen 10 Laufschuh,Racing,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/b1472274c744435b8752a831577f2442_9366/Adizero_Takumi_Sen_10_Laufschuh_Grau_IG1980_HM1.jpg",Dash Grey,Lucid Red,Grey Two
ID5935,Ultraboost 1.0 Laufschuh,Neutral,W,"https://assets.adidas.com/images/w_600,f_auto,q_auto/580ff28764e24b2c816689ffc8ee9fbc_9366/Ultraboost_1.0_Laufschuh_Blau_ID5935_HM1.jpg",Shadow Navy,Shadow Navy,Grey Two
