Order ID,Product Category,Customer Region,Payment Method,Order Status,Customer Age Group,Shipping Method,Product Type,Discount Applied,Sales Channel,Order Date,Order Total ($),Quantity Ordered,Shipping Cost ($),Discount Value ($),Order Processing Time (hrs)
6b305053-089c-4c6d-9e37-8916b11a6244,Electronics,North,PayPal,Pending,55+,Standard,Smartphone,Yes,In-store,2024-11-05,286.45,1,26.16,29.13,12
ac312baf-44b2-4769-b99b-7e604e1bd38a,Clothing,South,Credit Card,Shipped,35-44,Standard,Smartphone,Yes,In-store,2024-11-04,289.33,9,42.5,16.35,31
475c7a0f-2992-4f29-9427-94f3fb581705,Clothing,North,Cash,Shipped,45-54,Same Day,Food Item,Yes,In-store,2024-11-05,52.93,8,16.4,3.49,30
8e8369df-a70f-42dc-8167-b81e6cb07ab4,Toys,East,Cash,Pending,45-54,Express,Chair,Yes,In-store,2024-11-05,451.44,5,48.64,31.6,13
ad2a1f66-5c49-4250-a59c-320c37b9e1eb,Furniture,East,Credit Card,Shipped,35-44,Same Day,Laptop,No,Online,2024-11-02,489.35,1,31.67,10.56,12
d87575b5-04b1-48a0-ab1b-8a07c850ef20,Electronics,West,Cash,Completed,18-24,Standard,Smartphone,Yes,Online,2024-11-03,436.79,5,16.35,43.23,25
e1be1524-348b-46db-8b51-dd8a74c50a70,Clothing,South,PayPal,Completed,55+,Same Day,Laptop,Yes,In-store,2024-11-03,18.09,7,49.71,27.9,3
75e68c58-042e-40e9-a1b0-2017473d8e79,Clothing,North,Cash,Shipped,35-44,Express,Smartphone,No,Online,2024-11-03,248.49,6,26.04,5.94,17
626e0b7d-23d9-4a91-a044-bcc51f17d20e,Toys,South,Cash,Completed,25-34,Express,Laptop,Yes,In-store,2024-11-01,453.9,9,21.2,38.37,12
a06b75fd-3f65-4fd5-a7e3-ced708bd781f,Food,South,PayPal,Shipped,35-44,Same Day,Food Item,No,In-store,2024-11-04,405.83,2,39.14,27.0,27
1eb1c923-0b6f-423e-abc0-be41f5c60523,Food,South,Credit Card,Shipped,18-24,Standard,Laptop,No,Online,2024-11-03,48.13,4,34.69,22.43,14
e5274c11-6e32-4773-894c-755ba57fdae3,Electronics,East,Credit Card,Completed,35-44,Same Day,T-shirt,No,In-store,2024-11-04,440.32,10,7.31,31.99,2
23acae01-b53d-4a66-bd32-8df579f2ab6a,Food,North,Credit Card,Completed,55+,Same Day,Food Item,Yes,In-store,2024-11-04,152.28,5,24.06,26.31,40
15fc59fe-c687-4da0-add9-435f30bcb87e,Clothing,East,PayPal,Shipped,35-44,Standard,Food Item,No,Online,2024-11-02,237.85,3,31.5,36.59,21
28645530-adca-4c66-a8f4-0a43a20ca39d,Food,West,Cash,Pending,18-24,Standard,Chair,No,Online,2024-11-02,375.29,6,32.33,34.08,11
63ef2014-365a-4010-bce7-889dda16fb88,Food,West,Credit Card,Completed,55+,Standard,T-shirt,No,Online,2024-11-05,215.62,8,6.63,14.69,6
5002a249-4b57-45de-a200-9df09e2b4efd,Food,East,Cash,Pending,35-44,Standard,Smartphone,No,In-store,2024-11-05,114.32,8,12.82,11.37,37
e09b0fe0-0b82-4b2c-9a69-45bffe80819e,Toys,East,PayPal,Pending,18-24,Same Day,Food Item,Yes,In-store,2024-11-02,440.74,9,42.43,28.94,27
41cd27dc-76a1-4fae-9ff2-e63da004d2fd,Clothing,North,PayPal,Shipped,35-44,Express,Food Item,No,Online,2024-11-04,177.51,5,11.8,13.95,41
a04bce56-d3ab-48b3-9b44-22e5ca5de7ec,Electronics,East,Cash,Shipped,18-24,Standard,T-shirt,No,Online,2024-11-02,194.46,3,27.96,34.45,26
66ba19c5-bed8-4052-83dc-0a2e290c24d9,Food,East,PayPal,Shipped,35-44,Same Day,Laptop,Yes,Online,2024-11-01,262.37,5,48.03,13.58,26
a1863d73-4860-40a5-9580-7dd30318d6cc,Electronics,West,Credit Card,Completed,18-24,Same Day,Laptop,Yes,In-store,2024-11-04,16.39,6,5.76,30.76,12
1bde8892-b2a7-4e16-9a95-18893fbe1c34,Food,West,Cash,Pending,25-34,Same Day,Smartphone,Yes,In-store,2024-11-03,486.7,9,38.35,40.79,48
4fe38d6d-ec89-4adc-b92a-aed4cb5f8827,Electronics,North,PayPal,Pending,55+,Standard,T-shirt,Yes,In-store,2024-11-02,96.33,6,47.4,47.39,40
64fd49c6-6212-4655-aa12-9b46f27a1afc,Toys,West,PayPal,Pending,18-24,Standard,Smartphone,Yes,Online,2024-11-05,107.44,1,45.65,18.53,35
91da1957-bf1b-4e19-9c8a-fb81242763eb,Clothing,West,Credit Card,Pending,45-54,Same Day,Smartphone,No,In-store,2024-11-01,148.04,3,40.23,36.24,47
5d7a0822-982d-4970-bf85-a1f70be4f182,Clothing,East,Credit Card,Shipped,55+,Same Day,Laptop,Yes,Online,2024-11-01,121.04,1,25.41,9.95,15
7d8f361a-52af-4205-8305-2eb1a0cff3c8,Toys,East,Cash,Shipped,18-24,Standard,Chair,Yes,In-store,2024-11-03,154.27,10,10.2,32.52,43
7c2aebf2-4dcd-41cb-9e8e-8040f23f5cc2,Food,North,Credit Card,Pending,18-24,Same Day,Smartphone,Yes,In-store,2024-11-04,136.39,3,41.15,37.31,14
0a4f8707-f001-481d-a7a2-0e5e6444915f,Clothing,North,Cash,Completed,55+,Express,T-shirt,Yes,In-store,2024-11-02,339.32,2,36.2,41.39,15
42849b98-ff56-463b-a41e-03d19d9062f2,Furniture,East,PayPal,Completed,25-34,Same Day,Smartphone,No,Online,2024-11-01,54.8,6,22.13,28.34,6
935f92f7-2d45-4477-9c1f-1796cfd85c8f,Furniture,North,PayPal,Pending,25-34,Express,T-shirt,No,In-store,2024-11-03,113.34,5,6.48,39.36,19
fa69147a-9c00-4c45-926f-e7d6b919c2b0,Clothing,South,Cash,Shipped,45-54,Same Day,Food Item,Yes,Online,2024-11-04,277.17,1,49.99,18.89,22
c2a8b86d-c5b5-4b0b-9e6d-5a3edec77f95,Clothing,West,Credit Card,Completed,55+,Express,T-shirt,No,Online,2024-11-05,484.49,9,10.68,45.11,33
eebb2b57-422d-443e-ba98-2edf5295b9cc,Electronics,East,Credit Card,Shipped,25-34,Same Day,Food Item,No,Online,2024-11-02,28.7,9,47.88,2.0,28
218c3929-d0c6-40c1-a349-a3fdd74ccfd6,Clothing,South,PayPal,Completed,45-54,Express,Food Item,No,In-store,2024-11-04,404.22,4,20.93,37.04,32
901a8d68-786b-40e6-b04c-7e53a3e8f2d0,Toys,North,PayPal,Pending,35-44,Standard,T-shirt,No,In-store,2024-11-02,42.4,9,36.1,36.64,29
d8a3aaf6-420a-4439-9e8f-7768f0e05d54,Food,South,PayPal,Shipped,35-44,Express,Chair,No,Online,2024-11-04,436.92,2,13.0,4.8,17
9e896069-c5ea-4557-a33c-872ae43f1f75,Food,North,PayPal,Pending,18-24,Standard,Smartphone,No,In-store,2024-11-03,148.59,8,19.78,38.62,33
37da2dc1-acbc-4cec-8e82-18e8cc20a314,Electronics,North,Cash,Completed,18-24,Express,Chair,Yes,In-store,2024-11-01,239.01,9,39.26,24.51,27
730e0d6c-71ed-47d9-933d-91666c0040e7,Toys,West,Credit Card,Completed,45-54,Standard,T-shirt,Yes,Online,2024-11-04,273.21,7,48.27,36.81,9
02d2e223-94d5-441f-a9ee-e2b4d4104404,Food,East,Cash,Shipped,55+,Standard,Chair,No,In-store,2024-11-02,388.52,2,44.34,19.62,44
5bcd9c80-8f4d-41a9-83a4-ff02ab886801,Clothing,South,Cash,Pending,18-24,Standard,Smartphone,Yes,Online,2024-11-02,233.43,6,26.29,27.64,12
0db70cc1-c2e7-4e5b-97f4-c7f8065ed43f,Food,North,Credit Card,Completed,35-44,Express,Food Item,No,In-store,2024-11-03,40.8,9,23.84,8.89,12
a23f4944-55f2-4939-8868-27d53385a853,Toys,East,Credit Card,Pending,18-24,Same Day,Food Item,Yes,In-store,2024-11-05,188.87,5,8.03,27.79,45
51bb2600-463b-4119-8272-1f03b78d8dc3,Food,South,Credit Card,Completed,55+,Standard,Laptop,No,Online,2024-11-02,213.21,1,16.82,42.55,2
e4ae6bb2-5bec-4f9f-a111-c32da1e8299b,Food,North,Cash,Shipped,25-34,Same Day,T-shirt,Yes,In-store,2024-11-02,433.29,8,27.29,20.36,25
7456f4c1-b255-4538-8adb-daf405dcec60,Furniture,North,Credit Card,Shipped,45-54,Express,T-shirt,Yes,Online,2024-11-02,320.76,3,17.57,31.11,37
f146d79c-91a0-4c88-aab9-807884fea851,Electronics,North,PayPal,Shipped,35-44,Same Day,Laptop,Yes,In-store,2024-11-04,390.18,7,44.43,10.47,11
fc734fa0-54f1-40eb-b2da-65e1aa3d3ff0,Electronics,East,Credit Card,Pending,18-24,Standard,T-shirt,No,Online,2024-11-03,390.08,2,32.23,19.98,10
3fbb0f81-a938-4d61-8e13-b9771dbcf84b,Toys,South,PayPal,Completed,55+,Express,Chair,Yes,Online,2024-11-05,436.74,6,14.49,37.83,35
f3cd9209-c80e-4a04-8893-0f6f0139d2e9,Electronics,West,PayPal,Completed,45-54,Express,T-shirt,No,Online,2024-11-02,71.09,6,7.37,48.78,15
15130603-b4f1-4440-9b9e-c5eb10d13f93,Food,South,PayPal,Completed,25-34,Express,T-shirt,Yes,Online,2024-11-04,256.3,7,26.22,1.74,47
1b6917cd-cb63-418f-a907-1e5ec2307d3c,Clothing,West,PayPal,Shipped,18-24,Express,Food Item,No,Online,2024-11-05,154.09,7,21.1,11.32,41
4bceac81-be76-41ab-b32b-80e626c14b6a,Electronics,East,PayPal,Pending,18-24,Express,Laptop,Yes,Online,2024-11-05,36.1,10,46.3,7.05,36
87b49905-1af2-46d6-84c8-ef1f56fb4c59,Furniture,East,PayPal,Pending,45-54,Express,Laptop,Yes,In-store,2024-11-02,433.88,4,11.95,7.18,47
1f77839f-e42d-43ae-8523-c67df73f649c,Food,North,PayPal,Completed,55+,Express,T-shirt,Yes,Online,2024-11-04,159.35,8,45.21,15.05,18
900d4871-41c7-417c-8df7-be0617dcd049,Food,South,PayPal,Completed,25-34,Express,Food Item,No,In-store,2024-11-03,175.45,7,13.72,15.13,29
c9d9c46d-a8a1-4847-a6b5-2d0a2a7e19f7,Toys,West,Cash,Completed,45-54,Express,Smartphone,Yes,Online,2024-11-02,420.69,10,21.07,31.3,37
1e7f95d6-4b4c-419d-b2bc-f3f75f289723,Electronics,West,Credit Card,Pending,45-54,Express,Food Item,Yes,Online,2024-11-03,273.66,6,36.98,44.43,9
6ad00ee3-72e5-4fdf-ba99-99513dd99161,Furniture,East,Credit Card,Pending,18-24,Standard,Food Item,No,In-store,2024-11-05,158.64,6,34.67,5.82,22
6ff7ca66-9197-4fc2-b0b8-8fe75a12a674,Furniture,West,Credit Card,Pending,45-54,Standard,Chair,No,Online,2024-11-05,106.35,6,38.11,38.14,23
79c31d7c-c250-4295-a6c0-3754630038cd,Clothing,East,Credit Card,Shipped,35-44,Standard,Smartphone,Yes,In-store,2024-11-03,391.6,4,5.02,41.71,25
81a91992-aa80-4ddb-b67c-fc2772174336,Clothing,South,Credit Card,Pending,18-24,Same Day,Laptop,No,Online,2024-11-04,108.3,7,27.68,2.89,44
d03b9bce-62fb-43da-83ba-da09615a8450,Food,North,Credit Card,Shipped,45-54,Express,Chair,Yes,In-store,2024-11-02,83.5,6,18.11,19.55,16
21273bcd-fbfc-41e2-b850-a3af22d5f662,Toys,East,Credit Card,Pending,45-54,Standard,Smartphone,Yes,In-store,2024-11-03,55.24,6,7.65,18.23,41
2595b179-5210-42c4-bf5c-3e9b0d1795cb,Toys,South,Credit Card,Pending,55+,Express,Smartphone,No,Online,2024-11-02,285.08,7,30.84,28.74,15
69a12da2-8e2c-49b3-98cf-dfe986982fae,Toys,West,PayPal,Completed,25-34,Same Day,Chair,No,In-store,2024-11-03,320.1,3,45.08,47.2,8
243f05aa-265b-42f9-b89b-c32cce841ce7,Toys,West,Credit Card,Shipped,25-34,Express,Smartphone,No,In-store,2024-11-02,131.76,9,35.59,38.85,15
91bfb481-dfae-4489-8183-a53dedc62669,Toys,East,Cash,Pending,55+,Express,Smartphone,Yes,In-store,2024-11-01,63.73,2,18.91,24.51,33
cb92ceab-de99-4024-b931-4b375b977b1c,Toys,East,PayPal,Pending,35-44,Standard,Chair,Yes,In-store,2024-11-05,262.58,2,37.79,47.81,36
c4533371-032c-4e6c-8441-d6f10bca6cd3,Clothing,North,Credit Card,Shipped,35-44,Express,T-shirt,Yes,In-store,2024-11-03,208.39,6,35.51,39.3,24
3a9e394e-88ad-4a17-83f8-a09673914a2b,Food,North,PayPal,Shipped,25-34,Same Day,Smartphone,Yes,In-store,2024-11-03,65.55,7,29.93,16.59,12
07f245e1-a61e-4d9c-bbe8-c3a793362576,Electronics,West,Cash,Shipped,55+,Standard,T-shirt,No,Online,2024-11-02,163.37,5,11.06,8.2,8
418d69f4-ba47-4679-87ef-0dd15d60c200,Toys,West,Cash,Pending,18-24,Same Day,T-shirt,No,In-store,2024-11-02,128.27,5,33.05,6.72,8
c31378b1-4242-4a56-8d06-859a18b31756,Furniture,West,Cash,Shipped,35-44,Same Day,Smartphone,No,Online,2024-11-05,197.88,10,37.41,15.07,45
d58ef95c-3bb8-4c2f-bcfe-fba0c3fde10b,Furniture,West,PayPal,Completed,45-54,Express,Chair,No,Online,2024-11-02,453.51,7,5.21,41.45,47
b42effb3-8522-410a-b8aa-047cfef9ec49,Food,East,Cash,Completed,25-34,Express,Chair,Yes,Online,2024-11-04,287.19,3,31.15,21.77,20
b951db15-e751-4dd5-b227-a494ab6e2100,Food,South,Credit Card,Shipped,55+,Express,Laptop,No,In-store,2024-11-04,266.54,2,28.69,49.78,7
9d95321e-ab52-48e2-b9ee-fb97caca0367,Furniture,West,PayPal,Shipped,25-34,Express,Chair,Yes,Online,2024-11-04,325.5,9,17.19,34.15,26
09fd3dc4-0d3f-4373-91ff-1d48092c9ab9,Furniture,North,Cash,Pending,25-34,Express,Smartphone,No,Online,2024-11-05,137.79,2,27.45,3.92,48
7661c1f9-ce12-413e-a144-51fe3892fa20,Food,West,Cash,Completed,35-44,Express,Food Item,No,Online,2024-11-04,234.29,8,32.95,32.92,1
b9869cad-0bb5-4928-8b60-fdb88a7438f5,Clothing,North,Credit Card,Pending,35-44,Standard,T-shirt,No,Online,2024-11-01,22.1,7,33.98,42.52,21
e75bc9cf-9f75-4b01-b682-fd689953acda,Furniture,East,Cash,Shipped,55+,Express,Chair,Yes,In-store,2024-11-01,433.56,10,25.21,36.3,32
d1e9b0b4-143f-4962-ba43-deb35eff11ee,Clothing,East,Credit Card,Shipped,35-44,Express,Food Item,No,In-store,2024-11-03,83.84,2,26.52,25.1,40
ea6f9674-40ea-4653-a2a4-060cf9c03cdd,Electronics,West,Cash,Completed,35-44,Same Day,Food Item,Yes,Online,2024-11-01,291.25,2,40.96,7.38,23
c0a8f60c-d4e4-4a4f-91a9-e02417b22b22,Electronics,West,Cash,Shipped,18-24,Express,Smartphone,No,In-store,2024-11-02,94.7,3,24.26,5.06,7
4d45eb9a-640b-4628-8681-3625d76b2445,Electronics,North,Cash,Shipped,18-24,Express,Chair,Yes,In-store,2024-11-01,322.53,7,17.27,45.2,11
4eaa7439-52d3-495b-8a0d-5250dd08dfb7,Furniture,West,Credit Card,Shipped,25-34,Express,Food Item,No,Online,2024-11-03,241.24,3,39.45,1.39,26
d44d034e-2f39-4e33-931b-3b0692f07804,Food,South,PayPal,Shipped,35-44,Express,Chair,No,Online,2024-11-02,488.45,9,22.91,9.95,45
96f1dc90-8084-4f01-b755-a2a071caaadf,Clothing,East,Credit Card,Shipped,35-44,Standard,T-shirt,No,Online,2024-11-03,455.76,3,32.59,48.67,21
90802157-a488-42dd-81be-af14f56b8859,Clothing,South,Credit Card,Shipped,25-34,Express,Food Item,No,In-store,2024-11-03,348.83,4,41.39,10.56,33
6a211b10-d81c-4427-88ef-68f87ac7eef7,Food,West,Cash,Pending,18-24,Express,T-shirt,Yes,Online,2024-11-03,275.64,5,33.17,46.32,9
cdabc3bc-8d1c-45ab-b294-2ac67daf1304,Toys,South,Credit Card,Completed,45-54,Same Day,Food Item,Yes,Online,2024-11-01,240.99,9,41.2,14.37,25
5cdbb1a6-0af1-49fa-a1d7-c7b63097ab99,Toys,West,PayPal,Completed,35-44,Same Day,T-shirt,No,Online,2024-11-04,34.96,7,14.49,11.43,7
8cbfdfaf-2740-4d20-88b4-14b93b1cc335,Furniture,West,Credit Card,Completed,25-34,Same Day,Food Item,No,In-store,2024-11-01,51.96,5,38.71,41.15,24
e3fd8780-cd45-4ca3-8876-2d48673b91de,Clothing,South,PayPal,Pending,18-24,Express,Laptop,Yes,Online,2024-11-01,323.25,4,35.97,22.74,29
a0fd890b-6e40-41ed-87b6-c9e8a0631eab,Electronics,South,Credit Card,Pending,45-54,Standard,Smartphone,Yes,In-store,2024-11-05,174.92,9,47.06,50.0,22
8c19e57f-29e1-419c-8bb3-6d4b047bcc34,Food,North,Cash,Completed,25-34,Same Day,Smartphone,Yes,In-store,2024-11-04,185.47,3,31.49,24.82,9
04aadf2d-f4ee-4eb2-b17e-21b1b99f3e0b,Furniture,East,PayPal,Pending,18-24,Express,Food Item,No,Online,2024-11-05,409.14,4,19.97,35.85,42
66fab70d-9488-44de-a5c7-8b2d181addc4,Toys,East,Cash,Shipped,45-54,Same Day,Chair,No,In-store,2024-11-04,180.04,7,22.19,39.85,5
ff31c266-032f-40d2-a380-4707b697c9d9,Food,South,PayPal,Completed,45-54,Express,Chair,Yes,In-store,2024-11-05,314.83,9,35.34,5.4,47
ba7ba339-9def-421a-93d4-6e38386e5fe4,Toys,North,Credit Card,Shipped,55+,Standard,Laptop,Yes,Online,2024-11-02,453.47,4,28.82,28.95,40
3fda7ae7-bb44-481c-a3d7-85d73722cc34,Toys,East,PayPal,Completed,45-54,Standard,Chair,Yes,In-store,2024-11-01,119.41,9,20.22,16.17,22
c958f497-832a-4739-9a77-a90b66b63aba,Toys,East,Credit Card,Completed,55+,Express,Chair,Yes,In-store,2024-11-03,144.16,6,28.23,23.3,14
2cc08f7c-0976-4e02-bd4a-c156838604bd,Electronics,East,Cash,Completed,18-24,Same Day,Smartphone,Yes,In-store,2024-11-04,272.54,7,35.29,35.38,2
b2c59621-cfa7-453e-a137-296b828443ac,Clothing,North,Cash,Completed,18-24,Express,Chair,No,In-store,2024-11-01,302.04,10,35.51,37.07,25
da45134e-475a-4504-8253-a370fb275270,Furniture,West,Credit Card,Completed,35-44,Same Day,Food Item,No,Online,2024-11-05,220.38,7,29.41,44.86,31
09a37f6d-30d3-4f8c-9be4-83f79f1318f0,Food,South,PayPal,Pending,18-24,Same Day,T-shirt,No,Online,2024-11-04,83.67,8,42.35,26.02,31
b0756354-6448-4640-95f2-f74d2fcf8e1b,Furniture,East,Credit Card,Pending,35-44,Standard,Smartphone,No,Online,2024-11-02,486.75,9,32.2,16.05,13
80e9b746-5335-4e48-b709-8dca830ca628,Furniture,East,Cash,Completed,45-54,Same Day,Food Item,Yes,Online,2024-11-04,81.14,9,41.72,10.5,43
6045d261-b483-4748-878b-365d67b2d4c2,Furniture,West,Cash,Completed,35-44,Standard,Food Item,Yes,Online,2024-11-02,177.93,8,35.71,20.75,9
41f5f2c7-27f1-41ce-a19c-c55ba2366573,Food,South,PayPal,Pending,35-44,Same Day,Laptop,Yes,In-store,2024-11-05,349.82,2,31.28,20.15,1
5a98effd-8a3c-429e-8770-54fc394c541f,Electronics,West,PayPal,Pending,18-24,Standard,Food Item,No,In-store,2024-11-05,53.26,9,7.5,34.84,9
74d651be-0c86-4351-be64-a73414ea56b1,Food,North,Credit Card,Pending,55+,Standard,T-shirt,No,Online,2024-11-02,462.15,3,18.36,35.3,34
84517ab6-79fc-476e-9fd0-bea392c38f42,Food,North,PayPal,Shipped,18-24,Standard,Laptop,Yes,In-store,2024-11-03,214.51,5,16.43,32.36,23
4a9c534c-7bb3-46a9-bb7b-1314c368ff05,Food,East,Credit Card,Pending,25-34,Express,Food Item,Yes,Online,2024-11-02,488.24,6,11.28,45.71,8
f576756f-ee52-4f50-996d-28e4c6547d0a,Electronics,North,PayPal,Shipped,35-44,Express,Chair,No,In-store,2024-11-03,356.69,4,44.56,28.8,47
86dabc6f-7b48-45d3-aee7-48b00787f72a,Food,South,Cash,Shipped,45-54,Same Day,Chair,Yes,In-store,2024-11-05,253.67,9,32.55,27.99,27
299f5e4c-35be-4940-a54c-7ca2f613de45,Furniture,East,Cash,Shipped,55+,Standard,Laptop,Yes,In-store,2024-11-03,395.68,5,36.09,31.96,38
ff80de83-e303-418d-b8dc-ded0bdc300c6,Clothing,North,PayPal,Shipped,55+,Standard,Smartphone,Yes,Online,2024-11-04,195.42,2,30.77,6.37,30
dd245c7d-2e60-4211-9936-24615e71a65e,Toys,East,PayPal,Shipped,55+,Same Day,Smartphone,Yes,In-store,2024-11-03,173.31,10,5.97,7.5,25
036fdc0e-79ab-4697-8fe2-f7db28b0dd7d,Clothing,West,Credit Card,Pending,55+,Standard,Laptop,No,Online,2024-11-01,205.35,2,14.79,1.51,1
90dec43b-aaf6-476c-bbe5-ee7782c5e4e0,Food,East,Credit Card,Shipped,35-44,Express,T-shirt,Yes,Online,2024-11-02,493.29,3,21.99,44.07,35
9ac84a52-211b-4460-a388-8f517bba3672,Clothing,North,PayPal,Pending,18-24,Same Day,Laptop,Yes,In-store,2024-11-03,473.21,2,37.93,1.73,1
528ac2df-fc41-447a-b7c7-0b04944d6a22,Electronics,East,Cash,Completed,18-24,Same Day,Food Item,Yes,In-store,2024-11-02,372.71,7,12.65,47.18,3
09c2e942-e49c-49a3-b16a-2cfa96573e20,Furniture,North,PayPal,Pending,35-44,Standard,T-shirt,Yes,Online,2024-11-04,235.34,7,29.15,47.92,35
cf3bf4fb-5e0d-44fb-9780-34c307147023,Toys,West,PayPal,Completed,18-24,Standard,T-shirt,Yes,Online,2024-11-02,474.61,9,25.13,18.18,31
6f14ae3b-a282-4a7d-9090-b593a5c00698,Food,East,Credit Card,Completed,45-54,Standard,Smartphone,Yes,In-store,2024-11-02,20.05,5,27.81,34.24,27
