Order ID,Product Category,Customer Region,Payment Method,Order Status,Customer Age Group,Shipping Method,Product Type,Discount Applied,Sales Channel,Order Date,Order Total ($),Quantity Ordered,Shipping Cost ($),Discount Value ($),Order Processing Time (hrs)
a92e76bc-b58e-4ba3-9076-b83d209a30d0,Food,South,Credit Card,Completed,45-54,Standard,T-shirt,Yes,Online,2024-11-03,385.1,6,16.17,26.43,40
198237ea-a54d-4ae6-be42-c1a57c397e97,Food,West,Credit Card,Pending,55+,Express,Chair,Yes,Online,2024-11-04,56.21,3,46.82,25.8,31
77ccf486-8592-41f0-9091-656597da81a2,Toys,East,Credit Card,Shipped,35-44,Express,Food Item,No,Online,2024-11-05,490.54,10,20.8,3.13,4
afefd6d4-8d7b-4b49-b3f8-f63f5f7027f3,Clothing,North,Cash,Shipped,35-44,Same Day,T-shirt,Yes,In-store,2024-11-01,404.47,9,33.96,31.69,11
a8b5faa5-7769-4f81-8edb-4b2a574a52b9,Toys,North,PayPal,Shipped,55+,Express,Smartphone,Yes,In-store,2024-11-05,476.17,6,37.51,4.2,37
029762cd-14df-4a37-a988-e0357a386e2c,Electronics,North,PayPal,Completed,45-54,Express,Laptop,Yes,In-store,2024-11-02,317.24,4,11.75,45.76,47
14c95afe-13cf-4a01-a2f9-b7ec98dca4ee,Electronics,East,PayPal,Completed,18-24,Same Day,Laptop,No,Online,2024-11-01,187.72,1,16.8,4.59,2
5d236595-a6f7-4368-925a-92c5d7ed5e64,Food,South,PayPal,Completed,18-24,Same Day,Smartphone,Yes,In-store,2024-11-01,394.74,4,37.1,41.02,9
852fa264-322d-43b1-b60f-b2cd3a89b0de,Clothing,East,Credit Card,Shipped,25-34,Express,Smartphone,No,Online,2024-11-05,346.19,6,30.1,34.51,29
21577095-d67f-40d9-8f32-9088749addc7,Food,West,Cash,Completed,35-44,Standard,Smartphone,Yes,In-store,2024-11-04,117.91,10,45.22,3.95,14
a592697c-dc55-4d45-b03c-9c194116ab84,Food,South,Cash,Shipped,45-54,Standard,Food Item,No,Online,2024-11-04,85.07,5,9.4,39.88,16
1c534b91-15de-47f4-b4d9-64fed1716edb,Furniture,East,PayPal,Shipped,45-54,Standard,T-shirt,Yes,In-store,2024-11-01,181.15,6,5.36,25.12,5
b04a8a1d-94c3-492f-883a-3d36350d939c,Toys,South,Credit Card,Completed,35-44,Same Day,Chair,Yes,Online,2024-11-03,498.56,4,29.71,47.62,2
7d9333cf-c97e-409f-bebd-60e90b8df038,Clothing,West,Credit Card,Completed,55+,Same Day,Laptop,No,In-store,2024-11-03,478.69,5,24.73,27.95,8
c7538428-e4f9-4475-a6f2-c34a228ca7a2,Electronics,East,Credit Card,Pending,45-54,Standard,T-shirt,No,Online,2024-11-01,40.68,10,18.08,17.08,20
8baa8159-eaa5-4692-a378-76b50209366f,Furniture,West,Credit Card,Completed,25-34,Express,Smartphone,No,Online,2024-11-02,109.25,1,5.05,10.85,15
dc302ceb-103f-4481-b4b9-422098869929,Furniture,South,Cash,Pending,35-44,Standard,Food Item,Yes,Online,2024-11-03,48.64,10,14.22,3.44,6
212838bc-340e-4904-8778-be25a802dd61,Food,West,PayPal,Shipped,25-34,Same Day,Laptop,Yes,In-store,2024-11-03,173.14,4,26.74,47.0,31
37aa141b-cf87-4c7c-a9f1-1dbbea780f9b,Food,South,PayPal,Pending,25-34,Express,Chair,No,In-store,2024-11-05,427.86,3,28.08,31.19,15
f4899bf6-13ae-46bb-9bb2-66433aa31f1a,Electronics,East,Credit Card,Shipped,35-44,Standard,Chair,No,Online,2024-11-05,237.09,9,32.69,19.77,33
74fdf4a5-678e-4d2a-8696-d3503dc1c155,Clothing,East,Cash,Completed,35-44,Standard,Smartphone,Yes,Online,2024-11-03,372.72,2,46.86,40.14,19
435eb7e9-6b13-499c-890b-00571c7ea45c,Clothing,North,Credit Card,Shipped,45-54,Same Day,Chair,Yes,In-store,2024-11-02,281.49,3,45.72,38.79,30
018fd2dd-3dcb-47f1-b519-531c5a5ef146,Furniture,South,PayPal,Completed,45-54,Express,Smartphone,Yes,Online,2024-11-01,344.44,5,10.03,45.25,31
94bbb8b7-a14d-4358-93de-97fb2cee22ce,Electronics,East,Cash,Pending,35-44,Same Day,T-shirt,No,In-store,2024-11-05,90.97,6,26.89,3.75,10
e5b59f51-12f0-4ba9-8ad8-03505e0e5f68,Food,West,Cash,Pending,25-34,Express,Food Item,No,Online,2024-11-04,251.65,3,39.41,2.24,16
6e2e5682-05ee-4c6d-964e-64bb3c3b05af,Electronics,South,Credit Card,Completed,25-34,Same Day,Laptop,Yes,In-store,2024-11-03,86.4,7,16.11,9.32,44
79af77e5-1d9f-4a7a-a2df-f716d39d86d6,Electronics,East,Credit Card,Completed,35-44,Express,Smartphone,No,In-store,2024-11-01,14.76,3,13.33,49.21,45
80cb17e1-327d-4896-9ec1-5b910746ef2c,Toys,North,Credit Card,Completed,55+,Same Day,Laptop,No,Online,2024-11-03,152.07,2,34.45,31.04,40
43c0b72a-98af-4285-b45f-4a79ce0efa4e,Clothing,East,Cash,Shipped,45-54,Same Day,T-shirt,No,Online,2024-11-03,184.32,8,8.24,31.94,44
e32f347e-1eea-4220-b130-b7abfe7aa453,Toys,North,Credit Card,Pending,25-34,Same Day,T-shirt,Yes,Online,2024-11-05,63.52,7,12.9,36.07,5
30c6cf81-f6a4-4ba4-8fe8-78075df631ee,Electronics,North,Credit Card,Shipped,25-34,Same Day,Food Item,Yes,Online,2024-11-05,266.69,1,34.47,10.21,31
f6a969a5-9ba9-4a3b-8a6b-1feba6612c2a,Food,East,PayPal,Completed,25-34,Express,Chair,No,In-store,2024-11-05,140.07,7,43.11,6.26,45
72aa8bf0-a93a-4fc6-af5b-fef8f0f18656,Electronics,North,PayPal,Completed,35-44,Same Day,Laptop,Yes,In-store,2024-11-01,188.54,7,45.35,33.67,30
dd0dcaa2-4ba0-48d1-84a2-cca2914d233f,Food,North,Cash,Completed,55+,Same Day,Chair,Yes,In-store,2024-11-01,109.52,1,33.24,33.12,1
70ade998-5104-4f9a-8c77-7b954084955d,Food,South,Cash,Shipped,18-24,Standard,T-shirt,No,Online,2024-11-01,14.07,8,6.8,48.11,9
089d5e12-20ff-4205-be26-7695a71985e8,Furniture,East,Credit Card,Completed,25-34,Express,Food Item,No,Online,2024-11-01,461.37,5,13.95,47.55,48
31c1646c-23a1-4721-8685-c6e51ef7b0ae,Toys,West,Cash,Pending,55+,Standard,Smartphone,No,In-store,2024-11-02,66.48,6,20.7,17.98,20
e63b2e11-c8ec-4796-9483-534e683809d9,Electronics,South,Credit Card,Pending,25-34,Standard,Laptop,Yes,Online,2024-11-05,85.29,1,13.79,41.89,36
5765f627-d5db-4cb6-893e-691813c5dec1,Furniture,East,Credit Card,Completed,45-54,Same Day,Smartphone,Yes,In-store,2024-11-04,200.88,9,11.53,43.99,30
c27405f3-c4a1-424a-b130-4f0d81bc49d1,Food,East,Credit Card,Shipped,25-34,Express,Laptop,Yes,In-store,2024-11-03,197.08,10,6.67,37.51,1
265f7010-c901-4811-a310-7f98beea61e0,Electronics,North,Cash,Completed,18-24,Standard,Chair,Yes,Online,2024-11-03,289.07,3,33.33,23.66,8
9e08939e-ea3f-4fba-b2bf-24e300201b3c,Food,North,PayPal,Pending,45-54,Express,Laptop,No,In-store,2024-11-04,423.53,8,44.87,40.18,6
9926bcdf-df46-4b15-bc16-eaee6a36a911,Food,North,Cash,Completed,18-24,Standard,Chair,No,In-store,2024-11-02,258.06,4,12.24,26.97,12
5c15a296-dd9b-4d96-8eb1-4bdc3552022c,Toys,South,Cash,Pending,35-44,Express,Food Item,Yes,Online,2024-11-04,287.29,5,24.02,46.11,30
8289611b-d5a0-4eb4-bce7-1d81763c69c7,Toys,North,PayPal,Pending,25-34,Same Day,Chair,No,In-store,2024-11-01,287.14,1,5.55,23.7,32
8483dc39-fba8-4dd6-a523-fae2fd00c937,Clothing,West,Cash,Pending,35-44,Same Day,Chair,Yes,In-store,2024-11-03,119.54,5,11.81,43.83,38
e54035a5-b0f6-4be6-b35a-238724d94875,Toys,South,Cash,Shipped,18-24,Standard,Chair,No,Online,2024-11-01,450.35,7,14.07,41.61,36
a22b6df2-bea8-42ed-9d2a-41e60b27d4c3,Furniture,South,PayPal,Completed,35-44,Same Day,Food Item,Yes,Online,2024-11-02,364.57,8,25.01,11.73,34
cf0b5de3-5922-422b-9301-66d7ec227a85,Toys,North,PayPal,Completed,55+,Standard,Laptop,No,Online,2024-11-01,346.94,5,35.65,9.18,21
7b70ecfa-6c20-41e8-8dbc-5fdf598dd733,Furniture,West,Cash,Completed,55+,Standard,Smartphone,No,Online,2024-11-05,199.31,9,39.76,23.26,46
c86cb54d-6acb-44a9-944a-cf3ddac62c61,Toys,East,Cash,Shipped,25-34,Standard,T-shirt,No,In-store,2024-11-02,479.74,5,19.57,9.66,33
d5be3439-0689-4f7f-8cc0-95eeb904aa5d,Toys,West,Credit Card,Completed,35-44,Standard,Food Item,Yes,In-store,2024-11-03,354.72,9,24.8,20.33,25
17176dea-f264-412f-950d-0e5a48753d1c,Electronics,West,Cash,Completed,18-24,Standard,Chair,Yes,In-store,2024-11-03,203.01,1,26.72,28.56,6
5f7be1b4-9428-438c-a236-0e0f2aa9c03e,Toys,North,Credit Card,Pending,35-44,Express,Laptop,No,In-store,2024-11-01,65.76,2,35.87,13.66,13
fda7298e-b1bb-4748-bd76-1e019cf25ac2,Toys,South,Credit Card,Pending,18-24,Same Day,Chair,Yes,Online,2024-11-02,189.34,10,25.03,3.86,7
3afcb0cd-7c8b-4763-bcbf-aa5f7f3662ad,Furniture,South,Cash,Pending,18-24,Same Day,Smartphone,No,In-store,2024-11-03,34.88,2,12.89,1.59,41
5d9ae2e2-566b-4f27-b8d0-763724962f50,Furniture,South,Credit Card,Completed,25-34,Standard,T-shirt,No,In-store,2024-11-03,332.2,6,45.2,41.42,10
f33fa8e2-18a4-4787-b444-02b4d202c7e1,Clothing,East,Credit Card,Completed,25-34,Same Day,Laptop,Yes,In-store,2024-11-05,248.89,8,30.77,15.78,8
4c153bad-8a86-4788-84b3-86fedb38e0a2,Toys,South,Credit Card,Completed,35-44,Standard,T-shirt,Yes,In-store,2024-11-04,159.73,6,38.67,10.88,1
79673581-78d6-4885-b278-50e03d0cb038,Electronics,South,PayPal,Shipped,55+,Standard,Smartphone,Yes,In-store,2024-11-04,491.93,9,29.62,25.71,3
5408adfd-7d71-4cae-84d5-f6212692ef3c,Electronics,East,PayPal,Pending,18-24,Express,T-shirt,Yes,In-store,2024-11-03,447.96,7,20.88,40.42,36
cc27a3cc-dc13-49d6-bac1-fe0a2bece477,Toys,East,Credit Card,Completed,25-34,Express,Laptop,No,In-store,2024-11-02,414.28,7,43.1,16.97,38
214534f5-f51b-4c88-a435-ba84bfbb0962,Clothing,South,Cash,Completed,45-54,Standard,Smartphone,Yes,In-store,2024-11-01,264.79,8,19.83,9.27,21
beeb1b1e-d091-41d1-8c49-beefd0b32a32,Electronics,North,Cash,Pending,25-34,Express,Chair,Yes,In-store,2024-11-04,32.33,4,37.81,8.38,45
cc045ba5-efae-4cca-987e-afe9a30bc941,Electronics,North,PayPal,Completed,35-44,Standard,Food Item,No,Online,2024-11-02,303.29,2,21.95,36.24,25
8a9d2208-ed21-4e9a-963d-e1de73445cec,Food,West,Cash,Pending,18-24,Express,Chair,Yes,In-store,2024-11-04,94.67,10,19.46,38.92,8
d8f3c2e7-6802-456c-8534-95af90e24946,Furniture,West,Cash,Shipped,18-24,Same Day,Smartphone,No,Online,2024-11-01,451.91,1,41.68,40.35,9
caf5b558-3314-47cd-bee3-c8e18b7a17f6,Toys,West,Credit Card,Shipped,45-54,Express,T-shirt,No,In-store,2024-11-02,332.35,6,9.96,43.89,3
45b98865-b13f-47d6-92d6-5db1d6078a45,Electronics,West,Credit Card,Completed,18-24,Standard,Laptop,Yes,In-store,2024-11-03,68.25,6,38.79,45.65,46
9dbd485b-1bb3-4857-b222-e07109346847,Furniture,North,Cash,Completed,18-24,Express,T-shirt,No,In-store,2024-11-04,302.13,4,35.6,15.53,20
754a46f1-7900-475a-8f79-d36ac2c3a3aa,Electronics,South,PayPal,Completed,55+,Standard,Smartphone,No,In-store,2024-11-01,198.77,1,40.66,5.25,4
f2cd65f8-9a12-433f-a2d2-618889f71948,Furniture,South,Cash,Completed,35-44,Standard,Laptop,No,In-store,2024-11-01,469.71,9,20.5,12.38,13
8549894a-b49a-4473-9475-066eab921c0f,Electronics,South,Credit Card,Pending,25-34,Standard,T-shirt,Yes,Online,2024-11-01,309.34,1,26.31,29.35,36
b037253c-0869-4e4d-ab4e-393f8ec1c3f6,Toys,North,Credit Card,Completed,25-34,Express,Food Item,Yes,In-store,2024-11-05,187.07,4,42.41,13.76,4
fc6ce5a7-b818-4392-b86f-4cdb674b0eec,Food,East,PayPal,Shipped,25-34,Standard,T-shirt,Yes,In-store,2024-11-03,231.15,5,37.58,23.16,7
bf7ac399-5b87-4afd-8758-12bb79c10e9f,Furniture,North,PayPal,Shipped,18-24,Standard,T-shirt,No,In-store,2024-11-01,137.99,7,37.89,1.89,7
b2ae8f59-23e7-4dba-bd03-b6d83ab0768f,Toys,East,PayPal,Completed,45-54,Standard,Chair,Yes,Online,2024-11-03,230.31,8,40.0,42.16,29
51a3ebf4-aa27-4d83-895d-d8a734d9895d,Furniture,North,Cash,Completed,18-24,Express,Laptop,No,In-store,2024-11-01,126.61,4,24.55,5.14,39
97524d9f-0312-4071-b37c-15b9ab791ca5,Toys,East,Credit Card,Pending,18-24,Same Day,Chair,Yes,Online,2024-11-02,225.73,6,34.48,34.0,19
6dbb9b6b-48d4-4cee-bda2-8b61eb744b9f,Furniture,North,Cash,Shipped,35-44,Standard,Chair,Yes,Online,2024-11-03,339.82,8,46.65,35.21,41
429a799d-4728-4b21-8c05-322f6adcc148,Food,East,PayPal,Pending,45-54,Same Day,Food Item,No,Online,2024-11-05,409.66,10,15.09,0.95,12
c51c7442-0d26-4582-ba1e-98f3e9378068,Food,East,PayPal,Pending,25-34,Same Day,Laptop,No,Online,2024-11-04,141.58,1,38.62,47.06,36
749d0e93-2454-4205-a157-5d7a1c4c9b2c,Food,South,Cash,Pending,55+,Express,Food Item,No,In-store,2024-11-02,323.76,10,8.81,39.31,44
67f3b58f-27e8-45a0-b82d-339f28a793e8,Clothing,East,Credit Card,Shipped,55+,Same Day,Food Item,No,Online,2024-11-04,320.09,3,30.85,29.42,15
b1ff60cb-10e6-4ea4-8752-e95af37ca4cb,Food,South,PayPal,Pending,25-34,Same Day,Food Item,No,In-store,2024-11-02,97.34,4,28.84,15.01,8
5b9a5716-c825-4575-95e5-03a3b937db7a,Food,West,PayPal,Completed,35-44,Same Day,Laptop,Yes,In-store,2024-11-02,355.46,4,22.26,2.78,47
80342726-7d44-4d68-b12f-b3e3d5cabea6,Clothing,North,Cash,Completed,35-44,Standard,Food Item,No,Online,2024-11-04,102.6,6,32.07,24.31,46
a6c92d0e-4310-4029-9357-515cfcece101,Toys,North,Credit Card,Shipped,18-24,Same Day,Chair,Yes,In-store,2024-11-05,435.95,10,32.13,45.41,42
8b557dce-6529-4a2e-9f7a-a18cf8e05f0f,Toys,North,Cash,Pending,25-34,Same Day,Food Item,Yes,In-store,2024-11-03,326.59,5,24.57,14.68,3
5ede64d3-274e-44be-8d03-97159d9c81d9,Electronics,East,Credit Card,Completed,35-44,Same Day,T-shirt,No,Online,2024-11-01,373.89,10,27.64,1.85,7
eee7d8cf-1014-4348-9d6a-a1819a2d7cee,Food,West,Credit Card,Pending,25-34,Same Day,Food Item,Yes,In-store,2024-11-04,209.22,6,28.46,33.31,3
bb5d4e1f-c99d-4254-936d-221068d044d3,Furniture,West,Credit Card,Pending,45-54,Same Day,Food Item,Yes,Online,2024-11-02,284.94,2,40.22,4.54,39
f142a1f0-965d-44bc-acb9-a401e8898d13,Food,East,PayPal,Shipped,55+,Same Day,Food Item,No,In-store,2024-11-04,437.61,4,25.75,24.97,1
2bd9b101-be94-48de-b55f-6c98d4339b8d,Toys,West,Cash,Pending,55+,Express,T-shirt,No,In-store,2024-11-03,448.5,2,14.42,3.82,32
514285db-3546-42ff-ab17-2fdc6cc49d5b,Clothing,West,PayPal,Pending,45-54,Same Day,Chair,Yes,Online,2024-11-03,496.95,8,25.06,13.76,7
3b5cf57a-d630-4a03-9309-45daad2157a4,Furniture,West,PayPal,Completed,25-34,Same Day,T-shirt,Yes,Online,2024-11-02,40.45,4,20.0,20.46,20
24a5d921-bfa7-4567-b411-867cfb0b8c2b,Toys,North,PayPal,Shipped,35-44,Express,Food Item,Yes,In-store,2024-11-04,168.27,3,14.99,47.66,39
df06781f-42a9-42f1-8ce9-25503d03f114,Food,South,Cash,Completed,25-34,Express,Laptop,Yes,Online,2024-11-02,225.26,2,31.06,35.82,14
1d73273b-d7f9-40d8-b64e-d9179a22f7f4,Electronics,West,Credit Card,Shipped,25-34,Standard,Laptop,Yes,Online,2024-11-02,289.41,6,26.65,10.9,42
c40c81c4-f413-41e2-8323-336c9daa65c1,Electronics,West,Cash,Pending,55+,Express,Chair,No,Online,2024-11-02,361.1,7,40.74,14.42,19
23b78106-a2ba-45c0-8af4-8b008f907d22,Food,North,Credit Card,Pending,55+,Same Day,Laptop,Yes,In-store,2024-11-01,460.67,6,36.34,14.94,36
715acbda-d78b-47ec-95ae-43f2b1612618,Food,West,Credit Card,Completed,18-24,Standard,Laptop,No,In-store,2024-11-01,433.09,4,28.15,49.61,24
6f830d07-f96d-48ef-8d9c-652119bb915a,Furniture,East,Credit Card,Shipped,35-44,Express,Smartphone,No,In-store,2024-11-04,232.83,5,44.72,15.15,15
95d16e07-dd3f-466e-bf73-d2c912b06e62,Toys,North,Cash,Shipped,55+,Standard,Smartphone,No,In-store,2024-11-04,313.78,1,46.03,27.6,15
1cfef50a-b060-440d-b76a-9ff51f9fb669,Food,South,Cash,Pending,25-34,Express,T-shirt,No,Online,2024-11-03,470.26,9,29.93,16.93,45
c7d096c6-0c5d-49f0-8e70-3f2d0a007e61,Furniture,West,Cash,Completed,25-34,Same Day,Laptop,Yes,In-store,2024-11-01,33.33,5,7.49,46.87,25
5655218b-5c5d-4797-92e7-868e4b993154,Food,North,Cash,Pending,25-34,Express,Laptop,Yes,Online,2024-11-02,152.37,3,34.39,31.59,4
10613771-cee3-4342-8d7d-bcd8ff9b739b,Electronics,North,Credit Card,Shipped,18-24,Standard,T-shirt,Yes,In-store,2024-11-01,170.08,7,31.82,44.07,45
1b117712-9d4b-44cf-9a4f-f480a7eb7e6e,Electronics,North,Credit Card,Completed,35-44,Same Day,Food Item,Yes,Online,2024-11-03,24.13,5,44.44,3.6,11
5c15abbe-a29a-4065-a504-bfb603a5d840,Electronics,North,PayPal,Completed,18-24,Express,Chair,Yes,In-store,2024-11-01,175.66,5,19.56,19.74,44
6dfe63a3-4eea-4eb0-b0ba-355982cbdabf,Furniture,West,PayPal,Shipped,25-34,Express,T-shirt,No,Online,2024-11-01,413.57,8,36.25,36.57,14
0ec81e81-d79e-4eee-9269-46a1052e7d97,Toys,South,Credit Card,Pending,55+,Same Day,Smartphone,Yes,In-store,2024-11-05,216.0,1,17.39,33.2,24
ff3159de-d1b9-4bd7-a199-67b601649a93,Clothing,East,Credit Card,Completed,45-54,Same Day,Chair,Yes,Online,2024-11-03,138.35,8,35.09,0.67,44
76d16b0c-eb14-4eda-9d89-1922731d596d,Electronics,West,PayPal,Pending,45-54,Same Day,Laptop,No,Online,2024-11-01,410.85,1,35.71,20.43,2
d36f2dc1-d5fb-4c9c-9ac3-fe9a307ea8ed,Clothing,North,PayPal,Pending,35-44,Same Day,Chair,Yes,Online,2024-11-05,485.71,1,21.62,22.85,43
2ed87891-478e-4ad7-a177-6ae089b7c281,Electronics,East,Credit Card,Pending,55+,Same Day,Laptop,No,Online,2024-11-04,404.43,1,39.44,43.79,8
c185d08e-354a-4de6-a3a4-a787385a95f8,Toys,North,Credit Card,Pending,18-24,Express,T-shirt,No,In-store,2024-11-01,284.61,5,27.21,46.7,24
5183129e-b6c6-4507-9cf2-05e3110b3c44,Food,East,PayPal,Pending,55+,Express,Food Item,No,In-store,2024-11-01,268.01,1,30.24,8.08,33
19e689f7-5abf-4c0a-aa49-a4ac3e15a2ca,Food,East,Credit Card,Completed,45-54,Standard,Smartphone,No,In-store,2024-11-05,398.58,10,27.8,11.18,18
b3edc4ee-b870-46b3-9bc8-d665513490e0,Clothing,North,PayPal,Completed,25-34,Express,Smartphone,No,In-store,2024-11-03,346.14,6,42.59,21.31,32
53881637-38eb-4c92-b9d0-c2cd0d2c0139,Toys,North,Cash,Pending,25-34,Same Day,Chair,Yes,In-store,2024-11-04,383.54,4,9.09,1.2,43
772706e4-4deb-485f-8194-ffab724cec59,Clothing,East,PayPal,Pending,25-34,Same Day,T-shirt,Yes,In-store,2024-11-03,402.52,9,32.56,9.11,11
9fe7ff9a-4846-46e5-8f44-7bfd419d0461,Clothing,West,PayPal,Completed,18-24,Express,Laptop,No,In-store,2024-11-04,346.51,9,43.67,23.57,41
e86de466-3788-41d4-ab01-fe6b9614f5cf,Food,North,Credit Card,Pending,18-24,Standard,Food Item,No,In-store,2024-11-01,76.22,2,7.25,46.16,10
9231769c-42cb-4779-83ea-624c01368499,Toys,West,Credit Card,Shipped,18-24,Same Day,Smartphone,No,Online,2024-11-03,31.15,4,46.54,29.73,40
afb01ebf-b65b-4780-8a5b-ffbc6310eb67,Electronics,South,Credit Card,Completed,25-34,Same Day,Smartphone,No,In-store,2024-11-05,74.48,2,42.61,21.19,13
7041a751-dfaf-4394-89eb-66038c9c27ce,Toys,South,Cash,Shipped,18-24,Same Day,Smartphone,Yes,In-store,2024-11-02,17.88,7,14.32,42.47,24
967bb88e-72c3-4299-85b5-d4ccaeb07b60,Electronics,South,Credit Card,Shipped,35-44,Express,T-shirt,Yes,Online,2024-11-03,291.52,2,20.71,43.94,38
d71123b0-d441-4064-a35f-1911009f9715,Furniture,East,Cash,Shipped,45-54,Express,Smartphone,No,In-store,2024-11-05,490.21,7,16.41,16.49,22
ecdd31bf-90a1-4994-9671-c56e0f0a2997,Clothing,South,PayPal,Pending,35-44,Standard,T-shirt,Yes,Online,2024-11-04,141.89,9,27.63,17.09,46
881a1ff6-e91d-412e-87d4-1f0cdd655f70,Clothing,North,Cash,Shipped,55+,Express,Smartphone,No,In-store,2024-11-03,132.95,2,33.28,29.23,5
a0e4f877-9f09-4f43-a146-4997e5ddc631,Furniture,North,Cash,Shipped,35-44,Standard,Laptop,Yes,In-store,2024-11-04,220.47,7,37.61,31.11,31
c5fec748-fa18-4174-963b-5affd990e0ad,Food,East,Cash,Completed,18-24,Same Day,Laptop,Yes,In-store,2024-11-03,303.36,1,31.3,43.51,24
da91b84c-faea-491c-b881-604726bca7d1,Furniture,West,PayPal,Shipped,35-44,Standard,T-shirt,Yes,Online,2024-11-05,21.77,3,38.09,5.55,19
1e2ae181-4b37-4eac-bb21-d17ec158df2a,Toys,North,Credit Card,Shipped,35-44,Standard,Smartphone,No,In-store,2024-11-03,173.92,1,40.49,12.41,2
a90ac904-6257-4bba-92b7-38868ea8407e,Electronics,North,PayPal,Completed,55+,Same Day,Laptop,No,In-store,2024-11-03,454.9,3,35.5,13.58,44
4486f3fe-e532-4151-bba4-e92b2633af2d,Clothing,North,Credit Card,Pending,25-34,Standard,Chair,No,Online,2024-11-02,126.49,10,39.73,21.39,12
9db1fcb0-abac-41e7-bbb5-06069df3310c,Furniture,West,Cash,Shipped,25-34,Same Day,Laptop,No,Online,2024-11-01,22.75,9,21.85,43.81,17
